DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
abrazijska jama,D.3 Property|D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|D.3.1 Geolocation|D.3.1 Geolocation|B.2 Loss|D.1 Abiotic,morske gladine|morska voda|abrazijska jama|morska jama|Modra špilja|Grotta azzurra|abrazije|obali,"morska jama, abrazijska jama: Leži na obali v nivoju morske gladine, tako da jo delno ali v celoti zaliva morska voda. Prim. Modra špilja na Biševu, Grotta azzurra pri Capriju. V širšem smislu vsaka jama, ki je nastala na obali zaradi abrazije (delovanja morskih valov).",,,,tako da jo delno ali v celoti zaliva morska voda,,,,,nastala na obali zaradi abrazije,,,Leži na obali v nivoju morske gladine,Modra špilja na Biševu|Grotta azzurra pri Capriju,,,,,,,,nastala|zaradi,,,,,,Leži na,,,,,,,
morska jama,D.3 Property|D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|D.3.1 Geolocation|D.3.1 Geolocation|B.2 Loss|D.1 Abiotic,morske gladine|morska voda|abrazijska jama|morska jama|Modra špilja|Grotta azzurra|abrazije|obali,"morska jama, abrazijska jama: Leži na obali v nivoju morske gladine, tako da jo delno ali v celoti zaliva morska voda. Prim. Modra špilja na Biševu, Grotta azzurra pri Capriju. V širšem smislu vsaka jama, ki je nastala na obali zaradi abrazije (delovanja morskih valov).",,,,tako da jo delno ali v celoti zaliva morska voda,,,,,nastala na obali zaradi abrazije,,,Leži na obali v nivoju morske gladine,Modra špilja na Biševu|Grotta azzurra pri Capriju,,,,,,,,nastala|zaradi,,,,,,Leži na,,,,,,,
snežna jama,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|D.2 Biotic|D.1 Abiotic,snežna jama|strmim pobočjem|Jama|plazilci|sneg,"snežna jama: Jama, kjer se dolgo v poletje zadržuje v jamo zapadli sneg. Cesto se odpira pod strmim pobočjem, od koder se plazilci vsipajo v jamo. sneg",,,,sneg,,,Jama,,,,,Cesto se odpira pod strmim pobočjem,,,,,se dolgo v poletje zadržuje v jamo zapadli sneg,,,,,,,,,,,,,,,,,
ledena jama,D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,ledene gmote|ledena jama|ledenica|Jama,"ledena jama, ledenica: Jama žepaste oblike z vhodom iznad glavne votline. Zato lahko priteka pozimi vanjo hladnejši zunanji zrak. V njej se velji del leta ali trajno zadržujejo ledene gmote. Navadno je žepaste oblike tipa hladnice.",,,,njej se velji del leta ali trajno zadržujejo ledene gmote,,,Jama,,Zato lahko priteka pozimi vanjo hladnejši zunanji zrak,Navadno je žepaste oblike tipa hladnice|z vhodom iznad glavne votline|žepaste oblike,,,,,,,,,,,Zato,,zadržujejo,,oblike,,,,,,,,,
ledenica,D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,ledene gmote|ledena jama|ledenica|Jama,"ledena jama, ledenica: Jama žepaste oblike z vhodom iznad glavne votline. Zato lahko priteka pozimi vanjo hladnejši zunanji zrak. V njej se velji del leta ali trajno zadržujejo ledene gmote. Navadno je žepaste oblike tipa hladnice.",,,,njej se velji del leta ali trajno zadržujejo ledene gmote,,,Jama,,Zato lahko priteka pozimi vanjo hladnejši zunanji zrak,Navadno je žepaste oblike tipa hladnice|z vhodom iznad glavne votline|žepaste oblike,,,,,,,,,,,Zato,,zadržujejo,,oblike,,,,,,,,,
kristalna jama,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform,kristalna jama|sigova tvorba|kristali|Jama,"kristalna jama: Jama, kjer se javljajo na oko vidni kristali kot pomembna sigova tvorba.",,,,kjer se javljajo na oko vidni kristali kot pomembna sigova tvorba,,,Jama,,,,,,,,,,,,,,,,,,,,,,,,,,,
kapniška jama,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,kapniška jama|kapniki|Jama,"kapniška jama: Jama, za katero so kapniki značilen množični pojav.",,,,za katero so kapniki značilen množični pojav,,,Jama,,,,,,,,,,,,,,,,,,,,,,,,,,,
aragonitna jama,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,aragonitna jama|aragonita|kapniki|ježki|Jama,"aragonitna jama: Jama s tvorbami (kapniki, ježki ipd.) iz aragonita.",,,,"tvorbami ( kapniki , ježki ipd . ) iz aragonita",,,Jama,,,,,,,,,,,,,,,,,,,,,,,,,,,
erozijska jama,A.2 Underground landform|D.1 Abiotic|B.2 Loss|A.2 Underground landform,erozijska jama|tekoče vode|erozijo|Jama,"erozijska jama: Jama, nastala pretežno z mehaničnim delovanjem tekoče vode (erozijo).",,,,,,,Jama,,nastala pretežno z mehaničnim delovanjem tekoče vode ( erozijo ),,,,,,,,,,,,nastala pretežno z,,,,,,,,,,,,,
korozijska jama,B.4 Transformation|A.2 Underground landform,korozijskim procesom|korozijska jama,korozijska jama: Nastala pretežno s korozijskim procesom.,,,,,,,,,Nastala pretežno s korozijskim procesom,,,,,,,,,,,,Nastala pretežno s,,,,,,,,,,,,,
mrtva jama,A.2 Underground landform|B.3 Addition|A.2 Underground landform|B.2 Loss,mrtva jama|akumulacijski procesi|Jama|evakuacijski,"mrtva jama: Jama, kjer ne delujejo niti evakuacijski niti akumulacijski procesi.",,,,,,,Jama,,,,kjer ne delujejo niti evakuacijski niti akumulacijski procesi,,,,,,,,,,,,,,,,,,,,,,,
srednejevropski kras,D.3.1 Geolocation|A.1 Surface landform|C. Geome|D.3.1 Geolocation|D.1 Abiotic|D.1 Abiotic|C. Geome,srednejevropski kras|suhimi dolinami|moravski tip|kras Jure|reliefu|površju|Kras,"srednejevropski kras, kras Jure, moravski tip: Kras s suhimi dolinami na planotastem nizkem reliefu in z redkimi drugimi kraškimi pojavi na površju.",,,,z redkimi drugimi kraškimi pojavi na površju|s suhimi dolinami,,,Kras,,,,,na planotastem nizkem reliefu,,,,,,,,,,,s|z,,,,na,,,,,,,
moravski tip,D.3.1 Geolocation|A.1 Surface landform|C. Geome|D.3.1 Geolocation|D.1 Abiotic|D.1 Abiotic|C. Geome,srednejevropski kras|suhimi dolinami|moravski tip|kras Jure|reliefu|površju|Kras,"srednejevropski kras, kras Jure, moravski tip: Kras s suhimi dolinami na planotastem nizkem reliefu in z redkimi drugimi kraškimi pojavi na površju.",,,,z redkimi drugimi kraškimi pojavi na površju|s suhimi dolinami,,,Kras,,,,,na planotastem nizkem reliefu,,,,,,,,,,,s|z,,,,na,,,,,,,
kras Jure,D.3.1 Geolocation|A.1 Surface landform|C. Geome|D.3.1 Geolocation|D.1 Abiotic|D.1 Abiotic|C. Geome,srednejevropski kras|suhimi dolinami|moravski tip|kras Jure|reliefu|površju|Kras,"srednejevropski kras, kras Jure, moravski tip: Kras s suhimi dolinami na planotastem nizkem reliefu in z redkimi drugimi kraškimi pojavi na površju.",,,,z redkimi drugimi kraškimi pojavi na površju|s suhimi dolinami,,,Kras,,,,,na planotastem nizkem reliefu,,,,,,,,,,,s|z,,,,na,,,,,,,
sredozemski kras,C. Geome|C. Geome|D.3 Property|C. Geome|D.3.1 Geolocation|C. Geome,mediteranski kras|sredozemski kras|sredozemske klime|kras|Sredozemlju|kras,"mediteranski kras, sredozemski kras: Kot geografska oznaka pomeni kras v Sredozemlju in v njegovem obodu. Kot klimatogenetska oznaka pomeni kras, ki nastaja v pogojih sredozemske klime.",,,,,,pomeni|pomeni,kras|kras,,ki nastaja v pogojih sredozemske klime,,,,v Sredozemlju in v njegovem obodu,,,,,,,,ki nastaja v,,,,,,,,,v|v,,,,
mediteranski kras,C. Geome|C. Geome|D.3 Property|C. Geome|D.3.1 Geolocation|C. Geome,mediteranski kras|sredozemski kras|sredozemske klime|kras|Sredozemlju|kras,"mediteranski kras, sredozemski kras: Kot geografska oznaka pomeni kras v Sredozemlju in v njegovem obodu. Kot klimatogenetska oznaka pomeni kras, ki nastaja v pogojih sredozemske klime.",,,,,,pomeni|pomeni,kras|kras,,ki nastaja v pogojih sredozemske klime,,,,v Sredozemlju in v njegovem obodu,,,,,,,,ki nastaja v,,,,,,,,,v|v,,,,
subnivalni kras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|C. Geome|B.2 Loss|C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,subarktičnem pasu|nivalni kras|glacialnih dobah|subnivalni kras|nivalnim krasom|gozdnati pas|skopni|višinskem|Kras|pas|poletje|sneg,"subnivalni kras: Kras v višinskem ali subarktičnem pasu, kjer sneg kot očitni morfogenetski dejavnik skopni le čez poletje, tudi pas pod nivalnim krasom ali gozdnati pas, kjer je v glacialnih dobah nastal nivalni kras.",,,,,,,Kras,,kjer je v glacialnih dobah nastal nivalni kras|sneg kot očitni morfogenetski dejavnik,,,v višinskem ali subarktičnem pasu|pod nivalnim krasom,,,,,skopni le čez poletje,,,,kjer je|morfogenetski dejavnik,,,,,,pod,,,,,,,
subpolarni kras,D.3 Property|C. Geome|C. Geome|C. Geome,subpolarni ( subarktični ) klimi|subpolarni kras|subarktični kras|Kras,"subpolarni kras, subarktični kras: Kras, nastal v subpolarni (subarktični) klimi.",,,,,,,Kras,,nastal v subpolarni ( subarktični ) klimi,,,,,,,,,,,,nastal v,,,,,,,,,,,,,
subarktični kras,D.3 Property|C. Geome|C. Geome|C. Geome,subpolarni ( subarktični ) klimi|subpolarni kras|subarktični kras|Kras,"subpolarni kras, subarktični kras: Kras, nastal v subpolarni (subarktični) klimi.",,,,,,,Kras,,nastal v subpolarni ( subarktični ) klimi,,,,,,,,,,,,nastal v,,,,,,,,,,,,,
tropski kras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic,tropski kras|tropski klimi|vzpetine|Kegelkarst|Kras|stogi|stolpi,"tropski kras: Kras, nastal v trajno ali sezonsko vlažni tropski klimi. V starejši literaturi sinonim za Kegelkarst. Značilne zanj so strme vzpetine (stogi, stolpi).",,,,"Značilne zanj so strme vzpetine ( stogi , stolpi )",,,Kras,,nastal v trajno ali sezonsko vlažni tropski klimi,,,,,,,,,Kegelkarst,,,nastal v,,Značilne,,,,,,,,,,,
goli kras,C. Geome|C. Geome|D.2 Biotic|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|D.2 Biotic,goli kras|goli kras|zelenja|ozemlje|površje|Kras|ozemlje|zelenja,"goli kras:. Kras, katerega površje je po veliki večini kamnito. V rabi je tudi pojmovanje, da je goli kras ozemlje brez zelenja ali kamnito ozemlje brez zelenja.",,,katerega površje je po veliki večini kamnito,,ozemlje brez zelenja ali kamnito ozemlje brez zelenja,,kamnito ozemlje|Kras|ozemlje,,,,,,,,,,,,,,,,,,,,,,,,,,,
pokriti kras,C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic|D.1 Abiotic,pokriti kras|preperelina|Kras|zemlja|površje,"pokriti kras: Kras, katerega površje po veliki večini pokriva zemlja oz. preperelina.",,,katerega površje po veliki večini pokriva zemlja oz . preperelina,,,,Kras,,,,,,,,,,,,,,,pokriva,,,,,,,,,,,,
polgoli kras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic|C. Geome|C. Geome,polpokriti kras|pokritim krasom|kraške površine|polgoli kras|gole|Kras|golim,"polgoli kras, polpokriti kras: Kras, kjer se prepletajo gole in pokrite kraške površine. Prehodna oblika med golim in pokritim krasom.",,,,se prepletajo gole in pokrite kraške površine,Prehodna oblika med golim in pokritim krasom,,Kras,,,,,,,,,,,,,,,,,,,,,,,,,,,
polpokriti kras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic|C. Geome|C. Geome,polpokriti kras|pokritim krasom|kraške površine|polgoli kras|gole|Kras|golim,"polgoli kras, polpokriti kras: Kras, kjer se prepletajo gole in pokrite kraške površine. Prehodna oblika med golim in pokritim krasom.",,,,se prepletajo gole in pokrite kraške površine,Prehodna oblika med golim in pokritim krasom,,Kras,,,,,,,,,,,,,,,,,,,,,,,,,,,
laštasti kras,C. Geome|C. Geome|C. Geome|A.1 Surface landform,laštasti kras|visokogorskega krasa|golega|lašti,"laštasti kras: Posebna oblika golega, običajno visokogorskega krasa, kjer so lašti (gl. lašt) značilne površinske oblike.",,,,kjer so lašti ( gl . lašt ) značilne površinske oblike,,Posebna oblika,krasa,,,,,,,,,,,,,,,,značilne|so,,,,,,,,,,,
čokati kras,C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic,Polpokriti kras|čokati kras|kamni|površje,"čokati kras: Polpokriti kras, kjer molijo na površje čokati kamni, visoki do enega metra in več.",,,,,,,Polpokriti kras,,,"kjer molijo na površje čokati kamni , visoki do enega metra in več",,,,,,,,,,,,,,,kjer molijo na površje,,,,,,,,,
kozavi kras,C. Geome|C. Geome|A.1 Surface landform,kozavi kras|Kras|vrtačami,"kozavi kras: Kras s tako gostimi vrtačami, da spominja na kožo človeka, ki je prebolel koze.",,,,s tako gostimi vrtačami,,,Kras,"da spominja na kožo človeka , ki je prebolel koze",,,,,,,,,,,,,,,,,,,,,,,,,,
poligonalni kras,C. Geome|C. Geome|A.1 Surface landform|B.1 Movement|D.1 Abiotic|A.1 Surface landform|C. Geome,tropskem krasu|poligonalni kras|kraške kotanje|zraščanjem|prepok|vrtač|Kras,"poligonalni kras: Kras, kjer so kraške kotanje, nastale z zraščanjem vrtač, iz zraka vidne kot poligonalna mreža. Pogojen je s “ parketnim ” razporedom tektonskih prepok. Pogost v tropskem krasu.",,,,,,,Kras,,Pogojen je s “ parketnim ” razporedom tektonskih prepok,"kjer so kraške kotanje , nastale z zraščanjem vrtač , iz zraka vidne kot poligonalna mreža",,Pogost v tropskem krasu,,,,,,,,,Pogojen je,,,,,,v,,,,,,,
Fluviokras,B.4 Transformation|A.1 Surface landform|D.3.1 Geolocation|A.1 Surface landform|A.1 Surface landform|C. Geome|A.1 Surface landform|A.1 Surface landform|C. Geome|B.2 Loss|B.2 Loss|C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic|B.2 Loss,fluvialni proces|suhe doline|Notranjskega podolja|kraška polja|kraških polj|Kras|podolja|podolijl|Fluviokras|korozija|erozija|Kras|površja|kras|površje|denudacija,"Fluviokras: Kras, katerega površje je izoblikoval fluvialni proces (erozija, denudacija), čeprav je bila korozija znatna, vendar ne odločilna za relief. kras kraških polj in podolijl. Kras, kjer so kraška polja in povezane suhe doline - podolja - poglavitne kraške značilnosti površja (npr. kras Notranjskega podolja).",,,,kjer so kraška polja in povezane suhe doline - podolja - poglavitne kraške značilnosti površja|kras kraških polj in podolijl,,,Kras,,"katerega površje je izoblikoval fluvialni proces ( erozija , denudacija )",,,,,,,,,kras Notranjskega podolja,,,je izoblikoval,,,,,,,,,,,,,
rebrasti kras,C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,Polgoli kras|rebrasti kras|površje|kamni|skladov,"rebrasti kras: Polgoli kras, kjer molijo na površje podolgovati kamni rebraste oblike do enega metra in več. Često so to cela odpornejših skladov.",,,cela odpornejših skladov,,,,Polgoli kras,,,kjer molijo na površje podolgovati kamni rebraste oblike do enega metra in več,,,,,,,,,,,,,,,molijo na površje,,,,,,,,,
stolpasti kras,C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,stolpasti kras|tropskega krasa|piramidam|stolpom|vzpetinami,"stolpasti kras: Oblika tropskega krasa z značilnimi, do 100 in več metrov visokimi vzpetinami, podobnimi stolpom oziroma vitkim piramidam.",,,,"z značilnimi , do 100 in več metrov visokimi vzpetinami , podobnimi stolpom oziroma vitkim piramidam",,,Oblika tropskega krasa,,,,,,,,,,,,,,,,z značilnimi,,,,,,,,,,,
korozijski ravnik,A.1 Surface landform|A.1 Surface landform|B.4 Transformation|A.1 Surface landform,korozijski ravnik|Kraški ravnik|korozijskimi procesi|kraški ravnik,"korozijski ravnik: Kraški ravnik, ki je nastal pretežno s korozijskimi procesi. Prim. kraški ravnik.",,,,,,,Kraški ravnik,,nastal pretežno s korozijskimi procesi,,,,,,,,,,,,nastal,,,,,,,,,,,,,
kotlič,C. Geome|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,visokogorski kras|kotlič|globel|snegom|stenami,"kotlič: Skalnata globel okroglaste, podolgovate ali oglate oblike s premerom nekaj metrov, s strmimi stenami in snegom, ki se zadržuje v dnu večino leta. Značilen za visokogorski kras (Kunaver, 1962).",,,Skalnata,"s strmimi stenami in snegom , ki se zadržuje v dnu večino leta",,,globel,,,"okroglaste , podolgovate ali oglate oblike",,visokogorski kras,,,premerom nekaj metrov,,,,,,,,s,,,,,,,,,s premerom,,
kras,D.3.1 Geolocation|D.3.1 Geolocation|C. Geome|B.2 Loss|C. Geome|B.1 Movement|D.3.1 Geolocation|C. Geome|C. Geome|D.1 Abiotic|B.4 Transformation,Vipavsko dolino|Tržaškim zalivom|kras|prepustnosti|karst|pretakanje|Kras|kras|karst|kamnine|raztapljanje,"kras: Pri drugih neslovenskih narodih karst (tudi rusko), pri Čehih, Slovakih, Poljakih kras. Ozemlje, kjer vlada zaradi razpoklinske prepustnosti kamnine podzemeljsko (kraško) pretakanje vode, učinkovito kemično raztapljanje kamnin in kjer so lahko razvite tudi značilne površinske in podzemeljske oblike. Beseda je predindoevropskega izvora (carra = kamen) in je bila do srede 19. stol. samo pokrajinsko ime za regijo Kras med Tržaškim zalivom in Vipavsko dolino. Največ s posredovanjem avstrijske strokovne literature je postala v obliki karst mednarodni termin.",,,,kjer so lahko razvite tudi značilne površinske in podzemeljske oblike,,,Ozemlje,Beseda je predindoevropskega izvora ( carra = kamen ) in je bila do srede 19 . stol . samo pokrajinsko ime|s posredovanjem avstrijske strokovne literature je postala v obliki karst mednarodni termin,,,"kjer vlada zaradi razpoklinske prepustnosti kamnine podzemeljsko ( kraško ) pretakanje vode , učinkovito kemično raztapljanje kamnin",,za regijo Kras med Tržaškim zalivom in Vipavsko dolino,,,,,,,,,,so lahko razvite,,,,,,,,,,,
matični kras,D.3.1 Geolocation|D.3.1 Geolocation|D.3.1 Geolocation|D.3.1 Geolocation|D.1 Abiotic|D.3.1 Geolocation,Tržaškim zalivom|Vipavsko dolino|matični kras|Kras|pokrajine|Kras,"matični kras: Kras kraške pokrajine med Tržaškim zalivom in Vipavsko dolino v regiji, ki jo imenujemo Kras in katere ime je prešlo v krasoslovno terminologijo kot geomorfološki termin.",,,,,,,Kras,prešlo v krasoslovno terminologijo kot geomorfološki termin,,,,,"med Tržaškim zalivom in Vipavsko dolino v regiji , ki jo imenujemo Kras",,,,,,,,,,,,,,,,,,,,,
klasični kras,D.3.1 Geolocation|A. Landform|D.3.1 Geolocation|C. Geome|D.1 Abiotic|D.3.1 Geolocation|D.3.1 Geolocation|D.1 Abiotic,klasični kras|kraškimi pojavi|Kvarnerskim zalivom|Kraško ozemlje|ozemlje|Trstom|Postojno|ozemlje,"klasični kras: Kraško ozemlje med Trstom, Kvarnerskim zalivom in Postojno, katerega kraške značilnosti so bile prvič strokovno opisane. V širšem pomenu ozemlje z izrazitimi kraškimi pojavi. ozemlje",,,,ozemlje z izrazitimi kraškimi pojavi,,V širšem pomenu,Kraško ozemlje,kraške značilnosti so bile prvič strokovno opisane .,,,,,"med Trstom , Kvarnerskim zalivom in Postojno",,,,,,,,,,ozemlje z,,,,,,,med,,,,
apneniški kras,C. Geome|C. Geome|D.1 Abiotic,apneniški kras|Kras|apnencu,apneniški kras: Kras v apnencu.,,,v apnencu,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
dolomitni kras,C. Geome|C. Geome|D.1 Abiotic,dolomitni kras|Kras|dolomitu,dolomitni kras: Kras v dolomitu.,,,v dolomitu,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
klastokras,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|C. Geome,klasticnih kamninah|breci|prodih|peskih|Kras|puhlici|klastokras,"klastokras: Kras v klasticnih kamninah (prodih, peskih, breci, puhlici).",,,v klasticnih kamninah,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
kredni kras,C. Geome|D.1 Abiotic|C. Geome,kredni kras|kredi|Kras,kredni kras: Kras v kamnini kredi (ne iz geološke dobe krede!).,,,v kamnini kredi,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
puhlični kras,C. Geome|C. Geome|D.1 Abiotic,puhlični kras|Kras|puhlici,puhlični kras: Kras v puhlici.,,,v puhlici,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
solnati kras,C. Geome|D.1 Abiotic|C. Geome,solnati kras|soli|Kras,solnati kras: Kras v soli (kot kraški kamnini).,,,v soli,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
sadreni kras,C. Geome|D.1 Abiotic|C. Geome,sadreni kras|sadri|Kras,sadreni kras: Kras v sadri.,,,v sadri,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
Glaciokras,B.4 Transformation|C. Geome|C. Geome|C. Geome|B.4 Transformation,glacialnih procesov|Površinski kras|kras|Glaciokras|kraških,"Glaciokras: Površinski kras, ki je nastal ob delovanju kraških in glacialnih procesov. kras",,,,,,,Površinski kras,,ki je nastal ob delovanju kraških in glacialnih procesov,,,,,,,,,,,,je nastal,,,,,,,,,,,,,
aridni kras,D.3 Property|C. Geome,aridni ( sušni ) klimi|aridni kras,aridni kras: Nastal je v aridni (sušni) klimi.,,,,,,,,,Nastal je v aridni ( sušni ) klimi,,,,,,,,,,,,Nastal je,,,,,,,,,,,,,
