DEFINIENDUM,DEFINITOR,GENUS,SPECIES,SENTENCE
ekshumirani kras,,kras,,"ekshumirani kras, razkriti kras: Kot paleokras (fosilni kras) nastali kras, s katerega je bila odstranjena vododržna odeja. Makrooblike so fosilnega postanka, mikrooblike pa so lahko že recentne. paleokras fosilni kras odeja"
razkriti kras,,kras,,"ekshumirani kras, razkriti kras: Kot paleokras (fosilni kras) nastali kras, s katerega je bila odstranjena vododržna odeja. Makrooblike so fosilnega postanka, mikrooblike pa so lahko že recentne. paleokras fosilni kras odeja"
podtalni kras,,Kraške oblike,,"podtalni kras, podpreperelinski kras: Kraške oblike v apnencu, nastale neposredno pod prstjo (zemljo). Številne so podobne površinskim (pokrite škraplje, pokrite vrtace) ali tem v podzemlju (zapolnjeno brezno), nekatere pa najdemo samo pod prstjo (gl. korozijski vdolbek, zapolnjen jašek, skalne luknje)."
podpreperelinski kras,,Kraške oblike,,"podtalni kras, podpreperelinski kras: Kraške oblike v apnencu, nastale neposredno pod prstjo (zemljo). Številne so podobne površinskim (pokrite škraplje, pokrite vrtace) ali tem v podzemlju (zapolnjeno brezno), nekatere pa najdemo samo pod prstjo (gl. korozijski vdolbek, zapolnjen jašek, skalne luknje)."
paleta,,,,"paleta, ščit: Sigova tvorba v obliki diska ali palete, ki je pritrjena na jamsko steno ali na strop. Raz njene poševne, gladke stene pogosto vise majhni stalaktiti."
ščit,,,,"paleta, ščit: Sigova tvorba v obliki diska ali palete, ki je pritrjena na jamsko steno ali na strop. Raz njene poševne, gladke stene pogosto vise majhni stalaktiti."
sigovi slap,,sigova tvorba,,sigovi slap: Vodnemu slapu podobna sigova tvorba večje širine na strmi ali navpični steni.
sigova polička,,,,sigova polička: Do nekaj centimetrov široka stopnička na rahlo položnih ali strmih pobočjih.
jamsko mleko,,usedlina,,"jamsko mleko, gorsko mleko: Lahka usedlina iz kalcita, huntita ali magnezija, pri katere nastanku so sodelovali mikroorganizmi. Mokro je pastozno, suho pa krhko."
gorsko mleko,,usedlina,,"jamsko mleko, gorsko mleko: Lahka usedlina iz kalcita, huntita ali magnezija, pri katere nastanku so sodelovali mikroorganizmi. Mokro je pastozno, suho pa krhko."
sigova ponvica,,Kotanjica,,"sigova ponvica: Kotanjica iz sige, z značilno, navpično do gladine vode segajočo steno na odtočni strani, stalno ali obdobno zapolnjena s stoječo vodo."
sigova zavesa,,,,"sigova zavesa: Podolgovata, tanka, cesto zvijugana sigova skorja na previsu."
čebulaste tvorbe,,Sigove tvorbe,,"čebulaste tvorbe, sferične tvorbe: Sigove tvorbe okroglaste, čebuli podobne oblike, zrasle na jamski steni ali jamskem stropu."
sferične tvorbe,,Sigove tvorbe,,"čebulaste tvorbe, sferične tvorbe: Sigove tvorbe okroglaste, čebuli podobne oblike, zrasle na jamski steni ali jamskem stropu."
kapniška tvorba,,sigova tvorba,korenasti kapnik|grozdasti stalaktit|cevasti kapnik|gobasti kapnik,"kapnik, kapniška tvorba: Stoječa ali viseča tvorba, nastala z izločanjem sige iz kapljajoče vode. V širšem smislu vsaka stoječa ali viseča sigova tvorba. Glede na obliko ločimo gobasti kapnik, grozdasti stalaktit, korenasti kapnik, cevasti kapnik."
kapnik,,sigova tvorba,korenasti kapnik|grozdasti stalaktit|cevasti kapnik|gobasti kapnik,"kapnik, kapniška tvorba: Stoječa ali viseča tvorba, nastala z izločanjem sige iz kapljajoče vode. V širšem smislu vsaka stoječa ali viseča sigova tvorba. Glede na obliko ločimo gobasti kapnik, grozdasti stalaktit, korenasti kapnik, cevasti kapnik."
makaroni,,Stalaktit,,"cevčica, makaroni: Stalaktit oblike cevčiče oziroma slame."
cevčica,,Stalaktit,,"cevčica, makaroni: Stalaktit oblike cevčiče oziroma slame."
stalagmit,,kapnik,,"stalagmit: Stoječi kapnik, po obliki lahko stožcast, valjast, kijast itd."
stalaktit,,kapnik,,"stalaktit: Viseči kapnik. Po obliki cevast, korenast, kijast, svedrast, itd."
kapniški steber,,,,"kapniški steber, stalagmat: Zraščena stalagmit in stalaktit, tudi do stropa zrasli stalagmit ali do dna zrasli stalaktit."
stalagmat,,,,"kapniški steber, stalagmat: Zraščena stalagmit in stalaktit, tudi do stropa zrasli stalagmit ali do dna zrasli stalaktit."
kapniški izrastek,,kapniška tvorba,,"kapniški izrastek: Drobna kapniška tvorba, ki zraste v raznih smereh zaradi kapilarne vode (tudi poliekscentrične tvorbe)."
baldahin,,Sigova tvorba,,"baldahin: Sigova tvorba, ki visi cez podlago in ki jo navadno sestavlja niz stalaktitov, zraslih deloma v sigov klobuk."
heliktit,,kapnik,,"ekscentrična tvorba, heliktit: Nenavadno zavit kapnik, katerega oblika ni pogojena z gravitacijo, temveč z drugimi (kristalnimi itd.) silami. Angleška in francoska literatura označujeta stoječe kapnike (stalagmite) takih oblik kot helegmite. Zaradi enosmernega zračnega toka poševno zrasli stalaktit je anemolit."
fluviokras,je izraz|območja,,,"Cvijić je izraz fluviokras za območja na karbonatnih kamninah, kjer prevladuje površinski odtok vode, uporabil že leta 1900 v razpravi o kraških poljih zahodne Bosne in Hercegovine, vendar ni podrobneje opredelil njegovega pomena."
Temperaturni obrat,je,pojav,,"Temperaturni obrat je pojav, pri katerem temperatura zraka z višino narašča, namesto da bi padala."
glavice,jih|imenujejo,Kopaste vzpetine,,"Kopaste vzpetine, ki jih na tem območju najpogosteje imenujejo glavice ali kuki, se dvigujejo od nekaj 10 do 200 m nad okoliško površje in so v tlorisu okroglaste oblike."
kuki,jih|imenujejo,Kopaste vzpetine,,"Kopaste vzpetine, ki jih na tem območju najpogosteje imenujejo glavice ali kuki, se dvigujejo od nekaj 10 do 200 m nad okoliško površje in so v tlorisu okroglaste oblike."
kopasti kras,,krasa,,"Tovrstno izoblikovanost krasa, kjer se osamljeno dvigajo več deset ali sto metrov visoke vzpetine, imenujemo kopasti kras."
vrtačasti kras,imenujemo,tip kraškega površja,,"Tip kraškega površja, kjer je prevladujoča oblika vrtače, imenujemo vrtačasti kras in je prevladujoč tip kraškega površja v zmernotoplem pasu in tudi na Dinarskem krasu."
Glaciokras,je,geomorfni sistem,,"Glaciokras je geomorfni sistem, ki združuje kraške oblike in hidrologijo s podedovanimi ledeniškimi oblikami; je rezultat delovanja poledenitve na kraški geomorfni sistem."
glaciokraškega okolja,,,,"Najosnovnejša značilnost glaciokraškega okolja je dobra ohranjenost ledeniških geomorfoloških oblik, saj v kraških okoljih prevladujeta kemična denudacija površja in vertikalni odtok padavinske vode v podzemlje. ledeniških geomorfoloških oblik"
Fluviokras,je,geomorfni sistem,,"Fluviokras je geomorfni sistem, v katerem je kraško površje lokalno preoblikovano zaradi delovanja površinsko tekočih vod."
reproducirane prelomno-porušne vrtače,poimenovala|sta,vrtače,,"Vrtače na dolomitu so vezane tudi na močno zakrasevanje apnencev v podlagi, zato sta te vrtače avtorja poimenovala reproducirane prelomno-porušne vrtače."
epifreatično območje,se imenuje,Meja med nezasičenim in zasičenim območjem,,Meja med nezasičenim in zasičenim območjem se imenuje epifreatično območje.
Preboj,je,trenutek,,"Preboj je trenutek, ko vzdolž celotnega segmenta od ponorov do izvirov laminarni tok preide v turbulentnega."
razpoklinska poroznost,imenuje se,sekundarna poroznost,,"Predkraška poroznost je posledica tektonskega razvoja kamninskega masiva in litoloških značilnosti kamnine, imenuje se razpoklinska poroznost, to je sekundarna poroznost."
freatične zanke,imenujemo,Sistem freatičnih rovov in skokov,,Sistem freatičnih rovov in skokov imenujemo freatične zanke.
Laminarni tok,je,tok,,"Laminarni tok je tok, ki ga tvorijo vzporedno tekoče plasti vode v inicialnih kanalih."
cone talnega prenikanja,jo imenujemo,tanka prst|cone,,"Zgornji del te cone predstavlja tanka prst, ki jo imenujemo cone talnega prenikanja."
dvorana,,,,dvorana: Večji razširjeni del jame.
eforacijski rov,,Jamski rov,,"eforacijski rov: Jamski rov, ki ga je izoblikoval vodni tok pod tlakom (eforacijski tok) in ima v prečnem prerezu zaokrožen (eforacijski) profil. tok"
občasni ponor,,Kraški vodni objekt,,"estavela: Kraški vodni objekt. Ob visoki vodi ima funkcijo izvira, ob upadanju pa funkcijo ponora (požiralnika). V tuji literaturi tudi občasni izvir ali občasni ponor."
občasni izvir,,Kraški vodni objekt,,"estavela: Kraški vodni objekt. Ob visoki vodi ima funkcijo izvira, ob upadanju pa funkcijo ponora (požiralnika). V tuji literaturi tudi občasni izvir ali občasni ponor."
estavela,,Kraški vodni objekt,,"estavela: Kraški vodni objekt. Ob visoki vodi ima funkcijo izvira, ob upadanju pa funkcijo ponora (požiralnika). V tuji literaturi tudi občasni izvir ali občasni ponor."
morska estavela,,Estavela,,"morska estavela: Estavela, ki obdobno požira morsko vodo, obdobno pa bruha brakično vodo."
faseta,,vdolbinica,,"faseta: Nekaj cm ali dm dolga ovalna vdolbinica v jamski steni ali dnu rova. Globlja in strmejša je na strani, iz katere je pritekla voda, ki je faseto izdelala. Po tem znaku so fasete indikatorji smeri vodnega toka. Možen je tudi drugačen nastanek. dnu"
fosilni kotlič,,Kotlič,,"fosilni kotlič: Kotlič, ki je zastal v razvoju zaradi zatrpanosti s pleistocenskimi sedimenti, navadno z morenskim gradivom. gradivom"
geografija krasa,,Panoga,,"geografija krasa: Panoga geografije, ki se ukvarja z naravnimi osnovami in socialnim valoriziranjem krasa. valoriziranjem krasa"
geološke orgle,,Oblika podtalnega krasa,,geološke orgle: Oblika podtalnega krasa z globokimi žepi ilovice ali alohtonega gradiva v razjedeni kraški kamnini. gradiva kamnini
golobinka,,udornico|brezno,,"golobinka, golobina, golobnjača: Lj. za večjo udornico ali brezno s širokim skalnatim vhodom, kjer se zadržujejo golobi."
golobnjača,,udornico|brezno,,"golobinka, golobina, golobnjača: Lj. za večjo udornico ali brezno s širokim skalnatim vhodom, kjer se zadržujejo golobi."
golobina,,udornico|brezno,,"golobinka, golobina, golobnjača: Lj. za večjo udornico ali brezno s širokim skalnatim vhodom, kjer se zadržujejo golobi."
gora,,,Velika gora,gora: Visok kup nakopičenega gradiva v večjem jamskem prostoru. Prim. Velika gora v Postojnski jami. gradiva Postojnski jami
griža,,,,"griža: Večje kamnito, gruščnato površje iz razpadlega kamenja, značilno za polgoli in goli kras. Nerazpadla kamnita podlaga je bolj ali manj prekrita."
umetno jamo,,,,"Grota: Tujka za jamo, moderni speleološki izraz za umetno jamo. Gl. kaverna."
Grota,,,,"Grota: Tujka za jamo, moderni speleološki izraz za umetno jamo. Gl. kaverna."
jamo,,,,"Grota: Tujka za jamo, moderni speleološki izraz za umetno jamo. Gl. kaverna."
kaverna,,,,"Grota: Tujka za jamo, moderni speleološki izraz za umetno jamo. Gl. kaverna."
guano,,Akumulacija,,"guano: Akumulacija ekskrementov živali v jami, navadno netopirjev."
kraška hidrografska cona,,hidrološki sloj,vadozna cona|freatična cona|aeracijska,"hidrografska cona, kraška hidrografska cona: Značilen hidrološki sloj v vertikalni razčlenitvi kraške gmote. Hidrološke cone se ločijo po smeri pretakanja vode in po zapolnjenosti votlin (gl. aeracijska oz. vadozna cona, freatična cona). sloj"
hidrografska cona,,hidrološki sloj,vadozna cona|freatična cona|aeracijska,"hidrografska cona, kraška hidrografska cona: Značilen hidrološki sloj v vertikalni razčlenitvi kraške gmote. Hidrološke cone se ločijo po smeri pretakanja vode in po zapolnjenosti votlin (gl. aeracijska oz. vadozna cona, freatična cona). sloj"
areacijska cona,,suha cona|hidrografska cona,,"areacijska cona, vadozna cona, vadozna voda: Stalno suha cona, vrhnja hidrografska cona, kjer padavinska voda pretežno navzdol premika in se obdobno in lokalno zbira v vodne curke. Pretaka se po kanalih, ki so večinoma zapolnjeni z zrakom (odtod ime areacijska cona). Po Čvijiču tudi suha cona. Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono, ki jo ob visokem vodostaju preplavlja voda iz freatične cone. voda curke"
vadozna cona,,suha cona|hidrografska cona,,"areacijska cona, vadozna cona, vadozna voda: Stalno suha cona, vrhnja hidrografska cona, kjer padavinska voda pretežno navzdol premika in se obdobno in lokalno zbira v vodne curke. Pretaka se po kanalih, ki so večinoma zapolnjeni z zrakom (odtod ime areacijska cona). Po Čvijiču tudi suha cona. Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono, ki jo ob visokem vodostaju preplavlja voda iz freatične cone. voda curke"
suha cona,,suha cona|hidrografska cona,,"areacijska cona, vadozna cona, vadozna voda: Stalno suha cona, vrhnja hidrografska cona, kjer padavinska voda pretežno navzdol premika in se obdobno in lokalno zbira v vodne curke. Pretaka se po kanalih, ki so večinoma zapolnjeni z zrakom (odtod ime areacijska cona). Po Čvijiču tudi suha cona. Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono, ki jo ob visokem vodostaju preplavlja voda iz freatične cone. voda curke"
vadozna voda,,suha cona|hidrografska cona,,"areacijska cona, vadozna cona, vadozna voda: Stalno suha cona, vrhnja hidrografska cona, kjer padavinska voda pretežno navzdol premika in se obdobno in lokalno zbira v vodne curke. Pretaka se po kanalih, ki so večinoma zapolnjeni z zrakom (odtod ime areacijska cona). Po Čvijiču tudi suha cona. Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono, ki jo ob visokem vodostaju preplavlja voda iz freatične cone. voda curke"
Žlebiči,so,,,"Žlebiči so linearne oblike, ki nastanejo zaradi gravitacije, ki povzroči gibanje vode po strmcu navzdol."
microkarren,poimenuje,žlebičev,,Najmanjšo obliko žlebičev poimenuje microkarren.
Preperevanje kamnine,je,proces,,"Preperevanje kamnine je naravni proces, ki kamnino v času razkroji na delce, iz katerih je sestavljena."
Pogozdovanje,je,sajenje,,"Pogozdovanje je načrtno sajenje mladik gozdnega drevja na določenem zemljišču zaradi gojitve ali obnove, pomlajevanja gozdov, ogozdovanje pa spreminjanje kmetijskih zemljišč, to je njiv, travnikov, sadovnjakov, vinogradov in pašnikov v gozd oziroma njihovo zaraščanje z gozdovi."
Kras,je,tip zemeljskega površja,,"Kras je tip zemeljskega površja, ki je dobil ime po pokrajini Kras v zaledju Tržaškega zaliva."
Ponvice,so,oblika sige,,Ponvice so pogosta oblika sige.
kemično preperevanje,je,proces preoblikovanja kraškega površja,,Najpomembnejši proces preoblikovanja kraškega površja je raztapljanje oziroma kemično preperevanje in odnašanje mase v raztopini v podzemlje.
odnašanje mase,je,proces preoblikovanja kraškega površja,,Najpomembnejši proces preoblikovanja kraškega površja je raztapljanje oziroma kemično preperevanje in odnašanje mase v raztopini v podzemlje.
raztapljanje,je,proces preoblikovanja kraškega površja,,Najpomembnejši proces preoblikovanja kraškega površja je raztapljanje oziroma kemično preperevanje in odnašanje mase v raztopini v podzemlje.
oblikovanju krasa,,,,"Najpomembnejše razlike pri oblikovanju krasa v tropskih geografskih širinah so intenzivna evapotranspiracija in zanemarljivo mehansko preperevanje, pri čemer je mišljena predvsem odsotnost zmrzalnega preperevanja."
Mikroerodimeter,je,naprava,,"Mikroerodimeter je naprava, ki jo sestavljata podstavek in sonda."
griža,imenujemo,gruščnato površje,,"Večje kamnito, gruščnato površje iz razpadlega kamenja, značilno za polgoli in goli kras, imenujemo griža."
lašti,so,škrapelj,,Posebna oblika škrapelj so lašti.
uvale,imenujemo,kotanje,,"Večje kotanje, v tlorisu bolj nepravilnih oblik, imenujemo uvale."
udor,je,rušenje jamskih stropov,,Osnovni mehanizem nastanka udornic je rušenje jamskih stropov do površja oziroma udor.
cockpit,,kotanje,,"Ime cockpit izhaja z Jamajke, saj naj bi bile kotanje podobne arenam za petelinje boje (območje stožčastega krasa v severnem in osrednjem delu Jamajke se imenuje Cockpit Country)."
Sufozija,je,spiranja,,Sufozija je proces spiranja drobnega materiala krovnine v kraške kanale.
odprto kraško polje,,Polje,,odprto kraško polje: Polje s prekinjenim obodom na eni strani.
fosilno kraško polje,,nekdanje kraško polje|kraško polje|polje,,"fosilno kraško polje: V literaturi se javlja v več pomenih: kraško polje, zapolnjeno z neprepustnimi sedimenti, ali: nekdanje kraško polje, ki mu je reka predrla obod. Tudi polje, ki je v osnovi nastalo v subtropski klimi in je danes oblika mediteranskega krasa."
uvalasto kraško polje,,polje,,"uvalasto kraško polje: Neizrazito polje manjših dimenzij, prehodna oblika med uvalo in kraškim poljem, navadno brez vecjega ravnega dna."
kraško jezero,,Jezero,,"kraško jezero: Jezero s kraškim odtokom in (ali) kraškim pritokom. More biti periodično, kriptodepresijsko itd."
kraško podzemeljsko jezero,,kotanja,podzemeljsko jezero|jamsko jezero,"kraško podzemeljsko jezero: Večja kotanja s stoječo vodo v kraškem podzemlju. Podobno: jamsko jezero, (glej podzemeljsko jezero!)."
kreda,,karbonatna kamnina,,"kreda: Porozna, drobnozrnata, pretežno iz skeletov mikroorganizmov v kredni dobi nastala karbonatna kamnina. Prim. kredni kras."
lašt,,Skladovna polica,,"lašt: Skladovna polica, večja ravna strukturna površina z enakim strmčem, kot ga imajo skladi. Ljudsko iz Julijskih Alp."
ledeni kapnik,,ledena tvorba,,"ledeni kapnik: Sigovim kapnikom podobna ledena tvorba, ki visi ali stoji v jami."
lehnjak,,kalcijev karbonat,,"lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline. voda"
maček,,kalcijev karbonat,,"lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline. voda"
lehkovec,,kalcijev karbonat,,"lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline. voda"
lezika,,ploskev|špranja,,"lezika: Stik dveh skladov, medskladovna (medslojna) ploskev ali špranja."
lisičina,,rov,,"lisičina: Ožji, navadno zavit rov, ki povezuje večje podzemeljske prostore, prehoden s plazenjem po vseh štirih."
mikroreliefne kraške oblike,,Drobne oblike,korozijske vdolbinice|žlebiči|škraplje,"mikroreliefne kraške oblike: Drobne oblike skalnega površja, korozijske vdolbinice, škraplje, žlebiči."
morski mlin,,Mlin,,"morski mlin: Mlin, ki ga poganja tok morske vode v strugi proti morskemu požiralniku. morske vode"
morski požiralnik,,požiralnik,,"morski požiralnik: V nivoju morske gladine ležeči požiralnik, kamor teče morska voda."
naravni most,,Skalni svod,,"naravni most: Skalni svod kot ostanek skladov, običajno ostanek jamskega stropovja."
prikriti kras,,Kras,,"prikriti kras: Kras pod tankim, neprepustnim sedimentnim pokrovom, katerega oblike se le delno odražajo na površju. Je lahko fosilni ali recentni kras ali oboje hkrati."
prekriti kras,,skriti kras4|kras|Kras,,"prekriti kras: Pod vodoprepustnimi (kvartarnimi) naplavinami razviti kras, ki se odraža tudi v površinskih oblikah. skriti kras4. Kras, ki je prekrit z neprepustnimi sedimenti do tolike mere, da je brez površinskih kraških pojavov."
obrežni kras,,Kras,,obrežni kras: Kras ob morski ali jezerski obali. obali
linearni kras,,Kras,,"linearni kras: Kras, v katerem je opazna linearna razvrstitev depresijskih oblik, reber ali večjih vzpetinic."
osameli kras,,kras,,"osameli kras, osamljeni kras: oazni kras sredi nekraške okolice. kras"
osamljeni kras,,kras,,"osameli kras, osamljeni kras: oazni kras sredi nekraške okolice. kras"
zajezeni kras,,kraški masiv,,"zajezeni kras: Izolirani ali vsaj od treh strani obdani in zajezeni kraški masiv, v katerem vzdržujejo sosednje neprepustne kamnine ali lokalna erozijska baza (Vorfluter) globoko freatično cono."
krasoslovje,,Znanstvena panoga|veda,,"krasoslovje: Znanstvena panoga, ki preučuje kras. Je kompleksna veda, ki združuje fizično speleologijo, biospeleologijo, geografijo krasa itd. Znanstvenik, ki se bavi s krasoslovjem, je krasoslovec."
kraška bifurkacija,,,podzemeljski bifurkaciji|vertikalni bifurkaciji,"kraška bifurkacija, bifurkacija: Na krasu se pri podzemeljski bifurkaciji voda istega toka javlja v dveh kraških izvirih (primer:. Loški potok, ki izvira v Rinži in Rakitnici). Pri vertikalni bifurkaciji se višje vode iz iste kotanje izlivajo v drugo smer kot nižje (na primer Cerkniško jezero, katerega vode odtekajo v višji legi proti Raku in Uncu, istočasno pa se skozi aluvialne požiralnike odtekajo proti Bistri)."
bifurkacija,,,podzemeljski bifurkaciji|vertikalni bifurkaciji,"kraška bifurkacija, bifurkacija: Na krasu se pri podzemeljski bifurkaciji voda istega toka javlja v dveh kraških izvirih (primer:. Loški potok, ki izvira v Rinži in Rakitnici). Pri vertikalni bifurkaciji se višje vode iz iste kotanje izlivajo v drugo smer kot nižje (na primer Cerkniško jezero, katerega vode odtekajo v višji legi proti Raku in Uncu, istočasno pa se skozi aluvialne požiralnike odtekajo proti Bistri)."
kraška dolina,,rečna dolina,Rakov Škocjan,kraška dolina: Z vseh strani zaprta rečna dolina z izviri na eni in ponori na drugi strani. Prim. Rakov Škocjan.
kraška ilovica,V ožjem smislu|V širšem smislu,prst ( zemlja )|netopni ostanek,,kraška ilovica: V ožjem smislu ilovnati netopni ostanek karbonatnih kamnin na krasu. V širšem smislu prst (zemlja) na krasu ne glede na njeno teksturo.
kraška erozija prsti,,Erozija prsti,,"kraška erozija prsti: Erozija prsti, pri kateri se zaradi spiranja v kraško notranjost zniža raven prsti. Zunanji znak intenzivne kraške erozije prsti so kamni, ki na obdelovalnih zemljišcih pogledajo na površje. Prim. trebljenje krasa."
kraška miza,,skala|balvan,,"kraška miza: Ledeniški balvan, podorna ali druga alohtona skala, ki je zašlitila apneniško podlago pred zniževanjem in zato leži na podstavku. leži"
kraška hidrografija,,,,"kraška hidrografija: Opis kraških vodnih razmer. G1. freatična, vadozna cona, gladina kraške vode."
kraška hidrologija,,Veda,,kraška hidrologija: Veda o kraškem vodovju. Praksa često ne loči med kraško hidrologijo in kraško hidrografijo.
kraška kamnina,,Kamnina,,"kraška kamnina: Kamnina, v kateri nastopajo kraški pojavi."
korozijska vrtača :,,Vrtača,,"korozijska vrtača: Vrtača, nastala s korozijo."
dvojna vrtača,,,,"dvojna vrtača, sestavljena vrtača: Sestavljena iz iz dveh sosednjih vrtač, ki prehajata ena v drugo."
sestavljena vrtača,,,,"dvojna vrtača, sestavljena vrtača: Sestavljena iz iz dveh sosednjih vrtač, ki prehajata ena v drugo."
primarna vrtača,,Vrtača,,"primarna vrtača: Vrtača, v kateri so nastale sekundarne vrtače."
sekundarna vrtača,,,,sekundarna vrtača: Nastala v primarni vrtači.
Udorna vrtača,,,,Udorna vrtača (udornica): Nastala je z udorom.
udornica,,,,Udorna vrtača (udornica): Nastala je z udorom.
fosilna vrtača,,vrtača,,"fosilna vrtača: Z vodoneprepustnimi sedimenti zapolnjena vrtača, ki je zastala v razvoju."
sufozijska vrtača,,Vrtača,,"sufozijska vrtača: Vrtača v sipskem gradivu, ki je nastala s sufozijo (to je spiranjem pod rušo)."
vrtačasti jarek,,vrtač,,"vrtačasti jarek: Vrsta vrtač, ki tvorijo dolinasto depresijo."
karstifikacija,,Proces,,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija."
zakrasevanje,,Proces,,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija."
skrasevanje,,Proces,,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija."
vkraševanje,,Proces,,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija."
zatrepna dolina,,Dolina,,"zatrepna dolina: Dolina na krasu, ki se na zgornjem koncu, često ob izviru potoka, slepo konča s strmim zaključkom."
žlebič,,izjedenine,,"žlebič: Žlebaste izjedenine s polkrožnim prečnim prerezom, potekajoče po smeri največjega strmca po kompaktni kamnini."
jamski žlebič,,Žlebič,,jamski žlebič: Žlebič (i) na jamskem dnu ali steni.
koritasti žlebič,,Žlebič,,"koritasti žlebič: Žlebič v obliki korita z okroglastimi previsnimi stenami, ki je posledica nekdanje zapolnjenosti s humusom."
meandrasti žlebiči,,žlebiči,,"meandrasti žlebiči: Zaviti žlebiči, podobni zvijugani tokavi, navadno na zložnejšem pobočju."
mikrožlebiči,,žlebiči,,"mikrožlebiči: Na vrhu golih skalnih reber začenjajoči se drobni žlebiči, ki se navzdol zgubljajo v gladkem površju."
stropni žleb,,žleb,,"stropni žleb: večji žleb, često meandrast, na jamskem stropu."
zaobljeni žlebiči,,Žlebiči,,"zaobljeni žlebiči: Žlebiči, ki imajo zaobljene vmesne hrbte."
žlebičje,,površje,,žlebičje: Skalno površje z gostimi žlebiči.
jamsko brezno,,,,jamsko brezno: Odpira se v jami.
zvezno brezno,,,,"zvezno brezno: Povezuje dva dela jame. Večji rezervoar pitne vode, na krasu navadno pokrit vodnjak, s cementnimi stenami in dnom, v katerega se steka voda s strehe (kapnica)."
črvičaste tvorbe,,,pasaste|leopardaste|točkaste|tigraste,"črvičaste tvorbe, hieroglifi: Pretežno ilovnate proge, lise, pege in druge razkrojene oblike, podobne črvičastim ekskrementom na jamskih stenah ali stropu. Delijo jih tudi na točkaste, pasaste, leopardaste, tigraste itd."
hieroglifi,,,pasaste|leopardaste|točkaste|tigraste,"črvičaste tvorbe, hieroglifi: Pretežno ilovnate proge, lise, pege in druge razkrojene oblike, podobne črvičastim ekskrementom na jamskih stenah ali stropu. Delijo jih tudi na točkaste, pasaste, leopardaste, tigraste itd."
egutacija,,,,"egutacija: Delovanje kapljajoče vode. V jamah dolbenje kapnice v sigo ali skalo, zlasti, če je strop visok."
dekalcifikacija,,,,"dekalcifikacija: Odstranjevanje (izluževanje), izpiranje kalcija, pri čemer se zunanja oblika gmote ne izpremeni. Po običajnem pojmovanju odstranjevanje kalcija iz predmeta ali prsti."
delana škavna,,škavno|škavnico,škavnica,"delana škavna: Lj. na Krasu, pomeni meter ali bolj široko odprto škavno (škavnico), ki so jo zaprli, da bi držala vodo za napajanje drobnice (ovac) (prim. škavnica)."
Diaklaza,,Razpoka,,"Diaklaza: Razpoka, ki seka več skladov kamnine, ki obakraj nje niso premaknjeni."
dihalnik,,,,"dihalnik: Ozka odprtina, ustje brezna ali drugo mesto, iz katerega piha pozimi topel zrak iz kraškega podzemlja. Opazen je zlasti kot luknja ali kopno mesto v snežni odeji. podzemlja"
Dimnica,,Jama,,"Dimnica: Jama z meglo ob vhodu, ki nastaja ob določenem vremenu zaradi mešanja hladnejšega zunanjega in toplejšega jamskega zraka."
dimnik,,rov,,"dimnik: Ožji rov v jamskem stropu, ki ima zvezo s površjem."
dinamična jama,,Jama,,"dinamična jama, klimodinamična jama: Jama, ki je vse leto dobro prezračena, ker vse leto živahno komunicira z zunanjim zrakom. Navadno ima dva vhoda v neenaki višini, kar omogoča prepih vse leto. zrakom"
klimodinamična jama,,Jama,,"dinamična jama, klimodinamična jama: Jama, ki je vse leto dobro prezračena, ker vse leto živahno komunicira z zunanjim zrakom. Navadno ima dva vhoda v neenaki višini, kar omogoča prepih vse leto. zrakom"
Dolek,,suha dolinica,,"Dolek: Plitva, do nekaj metrov globoka odprta suha dolinica, navadno v smeri največje strmine na pobočju, pogosta zlasti na dolomitih in dolomitiziranih apnencih."
