DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
kraška ilovica,D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|D.1 Abiotic|C. Geome,kraška ilovica|karbonatnih kamnin|krasu|prst|zemlja|krasu,kraška ilovica: V ožjem smislu ilovnati netopni ostanek karbonatnih kamnin na krasu. V širšem smislu prst (zemlja) na krasu ne glede na njeno teksturo.,,,,,,V ožjem smislu|V širšem smislu,prst ( zemlja )|netopni ostanek,,,,,na krasu|na krasu,,,,,,,,,,,,,,,na|na,,,,,,,
kraška erozija prsti,B.2 Loss|B.2 Loss|B.2 Loss|C. Geome|B.2 Loss|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B.2 Loss,kraška erozija prsti|kraške erozije prsti|Erozija prsti|kraško notranjost|spiranja|prsti|kamni|zemljišcih|površje|trebljenje,"kraška erozija prsti: Erozija prsti, pri kateri se zaradi spiranja v kraško notranjost zniža raven prsti. Zunanji znak intenzivne kraške erozije prsti so kamni, ki na obdelovalnih zemljišcih pogledajo na površje. Prim. trebljenje krasa.",,,,,,,Erozija prsti,,pri kateri se zaradi spiranja,,,v kraško notranjost,,"Zunanji znak intenzivne kraške erozije prsti so kamni , ki na obdelovalnih zemljišcih pogledajo na površje|zniža raven prsti",,,,,,,zaradi spiranja,,,,,,v,,,,zniža raven,,,
kraška miza,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B.2 Loss|D.1 Abiotic,kraška miza|alohtona skala|apneniško podlago|balvan|podorna|zniževanjem|podstavku,"kraška miza: Ledeniški balvan, podorna ali druga alohtona skala, ki je zašlitila apneniško podlago pred zniževanjem in zato leži na podstavku. leži",,,,,,,balvan|skala,,,na podstavku leži,ki je zašlitila apneniško podlago pred zniževanjem in zato leži,,,,,,,,,,,,,,leži na,zašlitila,,,,,,,,
kraška hidrografija,E. Instrument or method|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,kraška hidrografija|vadozna cona|freatična|gladina,"kraška hidrografija: Opis kraških vodnih razmer. G1. freatična, vadozna cona, gladina kraške vode.",,,,,Opis kraških vodnih razmer,,,,,,,,,,,,,,,,,,,Opis,,,,,,,,,,
kraška hidrologija,E. Instrument or method|E. Instrument or method|D.1 Abiotic,kraška hidrologija|Veda|vodovju,kraška hidrologija: Veda o kraškem vodovju. Praksa često ne loči med kraško hidrologijo in kraško hidrografijo.,,,,,,,Veda,,,,,,,,,,,,Veda o kraškem vodovju,,,,,,,,,,,,,,Veda o,
kraška kamnina,D.1 Abiotic|D.1 Abiotic,kraška kamnina|Kamnina,"kraška kamnina: Kamnina, v kateri nastopajo kraški pojavi.",,,,v kateri nastopajo kraški pojavi,,,Kamnina,,,,,,,,,,,,,,,,,,,,,,,,,,,
ponikalnica,D.1 Abiotic|C. Geome|A.3 Hydrological form|A.3 Hydrological form|B.1 Movement,Vodni tok|kraško podzemlje|ponikalnica|ponornica|ponikne,"ponikalnica, ponornica: Vodni tok, ki ponikne v kraško podzemlje.",,,,,,,Vodni tok,,,,ponikne,v kraško podzemlje,,,,,,,,,,,,,,,v,,,,,,,
ponornica,D.1 Abiotic|C. Geome|A.3 Hydrological form|A.3 Hydrological form|B.1 Movement,Vodni tok|kraško podzemlje|ponikalnica|ponornica|ponikne,"ponikalnica, ponornica: Vodni tok, ki ponikne v kraško podzemlje.",,,,,,,Vodni tok,,,,ponikne,v kraško podzemlje,,,,,,,,,,,,,,,v,,,,,,,
ponikev,D.1 Abiotic|A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic|A.3 Hydrological form|A.3 Hydrological form|D.3.1 Geolocation|D.3.1 Geolocation,vodnega toka|ponikev|ponikva|Odprtina|voda|ponikanje|odprtino|naplavino|ponor|požiralnik|Temenice|Ponikve,"ponikev, ponikva: Odprtina, kamor se izgublja voda. Priporočljiv pomen za ponikev: ponikanje vodnega toka v odprtino, večidel prekrito z naplavino, v nasprotju s ponikanjem v jamo (ponor), ali špranjo v skali (požiralnik) (Primer: ponikev Temenice pri vasi Ponikve).",,,večidel prekrito z naplavino,,,,Odprtina,,,,ponikanje vodnega toka,kamor se izgublja voda|v odprtino,,,,,,,,,,,,,,,kamor se izgublja|v,,,,,,,
ponikva,D.1 Abiotic|A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic|A.3 Hydrological form|A.3 Hydrological form|D.3.1 Geolocation|D.3.1 Geolocation,vodnega toka|ponikev|ponikva|Odprtina|voda|ponikanje|odprtino|naplavino|ponor|požiralnik|Temenice|Ponikve,"ponikev, ponikva: Odprtina, kamor se izgublja voda. Priporočljiv pomen za ponikev: ponikanje vodnega toka v odprtino, večidel prekrito z naplavino, v nasprotju s ponikanjem v jamo (ponor), ali špranjo v skali (požiralnik) (Primer: ponikev Temenice pri vasi Ponikve).",,,večidel prekrito z naplavino,,,,Odprtina,,,,ponikanje vodnega toka,kamor se izgublja voda|v odprtino,,,,,,,,,,,,,,,kamor se izgublja|v,,,,,,,
ponor,D.3.1 Geolocation|A.3 Hydrological form|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|B.1 Movement|D.1 Abiotic|D.1 Abiotic|D.3.1 Geolocation,Postojnsko jamo|ponor|odprtina|ponika|voda|luknja|jama|teče|potok|reka|Pivke,"ponor: Večja odprtina, v kateri ponika voda. Priporočljiv pomen: večja vodoravna luknja (jama), v katero teče potok ali reka (na primer vtok Pivke v Postojnsko jamo).",,,,,,,odprtina,,,vodoravna,v katero teče potok ali reka|v kateri ponika voda,,,,Večja|večja,,,,,,,,,,,v kateri ponika,v,,,,,,,
jezerski ponor,A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,"jezerski ponor|jezerski kotanji|, kotanji|Ponor|obali|voda|jezera","jezerski ponor: Ponor na obali ali jezerski kotanji, v katerega teče voda iz jezera. kotanji",,,,,,,Ponor,,,,v katerega teče voda iz jezera,na obali ali jezerski kotanji,,,,,,,,,,,,,,,na,,,,,,,
požiralnik,C. Geome|D.1 Abiotic|A.3 Hydrological form|B.2 Loss|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic,kraško podzemlje|skalnem koritu|požiralnik|izgubljanja|špranja|brezno|vodo,"požiralnik: Mesto izgubljanja vode v kraško podzemlje. Priporočljiv pomen: špranja ali brezno v skalnem koritu, ki požira vodo.",,,,,,,Mesto izgubljanja vode,,,,ki požira vodo,Mesto izgubljanja vode v kraško podzemlje|v skalnem koritu,,,,,,,,,,,,,,ki požira,Mesto|v,,,,,,,
profil jamskega rova,D.3 Property|D.3 Property|D.3 Property|A.2 Underground landform|D.3 Property|D.3 Property|D.3 Property|D.3 Property|D.3 Property|D.3 Property|D.3 Property,profil jamskega rova|kupolasti ( svodasti|prečni profil|jamskega rova|okroglasti|sodasti|pravokotniški|kvadratasti|trapezasti|lečasti|špranjasti,"prečni profil, profil jamskega rova: Oblika jamskega rova v prečnem preseku. Po podobnosti z geometrijskimi liki ločimo okroglasti, sodasti, pravokotniški, kvadratasti, trapezasti, kupolasti (svodasti), lečasti, špranjasti (itd.) prečni profil.",,,,,,,,,,"Po podobnosti z geometrijskimi liki ločimo okroglasti , sodasti , pravokotniški , kvadratasti , trapezasti , kupolasti ( svodasti ) , lečasti , špranjasti ( itd . ) prečni profil|Oblika jamskega rova v prečnem preseku",,,,,,,,kupolasti ( svodasti|okroglasti|sodasti|pravokotniški|kvadratasti|trapezasti|lečasti|špranjasti,,,,,,,Po podobnosti z geometrijskimi liki ločimo|v prečnem preseku,,,,,,,,,
prečni profil,D.3 Property|D.3 Property|D.3 Property|A.2 Underground landform|D.3 Property|D.3 Property|D.3 Property|D.3 Property|D.3 Property|D.3 Property|D.3 Property,profil jamskega rova|kupolasti ( svodasti|prečni profil|jamskega rova|okroglasti|sodasti|pravokotniški|kvadratasti|trapezasti|lečasti|špranjasti,"prečni profil, profil jamskega rova: Oblika jamskega rova v prečnem preseku. Po podobnosti z geometrijskimi liki ločimo okroglasti, sodasti, pravokotniški, kvadratasti, trapezasti, kupolasti (svodasti), lečasti, špranjasti (itd.) prečni profil.",,,,,,,,,,"Po podobnosti z geometrijskimi liki ločimo okroglasti , sodasti , pravokotniški , kvadratasti , trapezasti , kupolasti ( svodasti ) , lečasti , špranjasti ( itd . ) prečni profil|Oblika jamskega rova v prečnem preseku",,,,,,,,kupolasti ( svodasti|okroglasti|sodasti|pravokotniški|kvadratasti|trapezasti|lečasti|špranjasti,,,,,,,Po podobnosti z geometrijskimi liki ločimo|v prečnem preseku,,,,,,,,,
Gravitacijski vodni tok,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,Gravitacijski vodni tok|ravno dno|svodast strop|stene,"Gravitacijski vodni tok oblikuje gravitacijski prečni profil. Zanj so značilne stene, ravno dno in svodast strop. stene, ravno dno in svodast strop",,,,". stene , ravno dno in svodast strop",,,,,,"Zanj so značilne stene , ravno dno in svodast strop",oblikuje gravitacijski prečni profil,,,,,,,,,,,,,,,oblikuje,,,,,,,,
Eforacijski tok,D.1 Abiotic|A.2 Underground landform|B.1 Movement|D.1 Abiotic|D.3 Property,Eforacijski tok|rove|pretokom|vode|tlakom,"Eforacijski tok oblikuje eforacijski prečni profil. Zanj so značilne okroglaste oblike in je značilen za rove, ki so nastali s pretokom vode pod tlakom.",,,,,,,,,nastali s pretokom vode pod tlakom,značilne okroglaste oblike,oblikuje eforacijski prečni profil,,,,,,,,,,,,,,so značilne okroglaste oblike,oblikuje,,,,,,,,
predkraška faza,D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B.4 Transformation|D.1 Abiotic|C. Geome,rečni ( normalni ) relief|predkraška faza|kraška faza|Doba|površja|zakrasevanja|površju|krasa,"predkraška faza: Doba v razvoju površja pred začetkom zakrasevanja, ko je vladal na površju rečni (normalni) relief. Besedo uporabljajo takrat, kadar je tej fazi sledila kraška faza oziroma nastajanje krasa.",,,,,,,Doba,,,,,,,,,,"Doba v razvoju površja pred začetkom zakrasevanja , ko je vladal na površju rečni ( normalni ) relief",,,,,,,,,,,,,,,,,pred začetkom
vodna prepustnost,D.3 Property|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.3 Property|D.3 Property|B.2 Loss|D.1 Abiotic,vodna prepustnost|kraške kamnine|kraški kamnini|propustnost|vodoprepustnost|prepustnosti|izgubljanjem|vrtine,"propustnost, vodna prepustnost, vodoprepustnost: Stopnja prepustnosti kraške kamnine. Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini.",,,,,Stopnja prepustnosti kraške kamnine,,,,,,,,,,,,,,Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini,,,,,,,,,,,,,,Določujejo jo z,
propustnost,D.3 Property|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.3 Property|D.3 Property|B.2 Loss|D.1 Abiotic,vodna prepustnost|kraške kamnine|kraški kamnini|propustnost|vodoprepustnost|prepustnosti|izgubljanjem|vrtine,"propustnost, vodna prepustnost, vodoprepustnost: Stopnja prepustnosti kraške kamnine. Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini.",,,,,Stopnja prepustnosti kraške kamnine,,,,,,,,,,,,,,Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini,,,,,,,,,,,,,,Določujejo jo z,
vodoprepustnost,D.3 Property|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.3 Property|D.3 Property|B.2 Loss|D.1 Abiotic,vodna prepustnost|kraške kamnine|kraški kamnini|propustnost|vodoprepustnost|prepustnosti|izgubljanjem|vrtine,"propustnost, vodna prepustnost, vodoprepustnost: Stopnja prepustnosti kraške kamnine. Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini.",,,,,Stopnja prepustnosti kraške kamnine,,,,,,,,,,,,,,Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini,,,,,,,,,,,,,,Določujejo jo z,
presihajoče jezero,D.1 Abiotic|D.1 Abiotic|B.4 Transformation,presihajoče jezero|Jezero|presuši,"presihajoče jezero: Jezero, ki se občasno presuši.",,,,,,,Jezero,,,,ki se občasno presuši,,,,,,,,,,,,,,,,,,,,,,,
nekraška vrtača,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,nekraška vrtača|nekarbonatni kamnini|Psevdovrtača,"Psevdovrtača, nekraška vrtača: Vrtačasta oblika v nekarbonatni kamnini. oblika",,,v nekarbonatni kamnini,,,,Vrtačasta oblika|oblika,,,Vrtačasta,,,,,,,,,,,,v,,,,,,,,,,,,
Psevdovrtača,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,nekraška vrtača|nekarbonatni kamnini|Psevdovrtača,"Psevdovrtača, nekraška vrtača: Vrtačasta oblika v nekarbonatni kamnini. oblika",,,v nekarbonatni kamnini,,,,Vrtačasta oblika|oblika,,,Vrtačasta,,,,,,,,,,,,v,,,,,,,,,,,,
Psevdokras,D.1 Abiotic|C. Geome|C. Geome|C. Geome,nekarbonatnih kamninah|netipičen kras|Psevdokras|kras,"Psevdokras:. Lažni, nepravi kras. Kraški pojavi v nekarbonatnih kamninah (lavi, soli). Tudi netipičen kras.",,,"v nekarbonatnih kamninah ( lavi , soli )",,,,netipičen kras|kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
nekraška škraplja,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform,nekraška škraplja|nekarbonatni kamnini|psevdoškraplja|Škraplja,"psevdoškraplja, nekraška škraplja: Škraplja v nekarbonatni kamnini.",,,v nekarbonatni kamnini,,,,Škraplja,,,,,,,,,,,,,,,v,,,,,,,,,,,,
psevdoškraplja,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform,nekraška škraplja|nekarbonatni kamnini|psevdoškraplja|Škraplja,"psevdoškraplja, nekraška škraplja: Škraplja v nekarbonatni kamnini.",,,v nekarbonatni kamnini,,,,Škraplja,,,,,,,,,,,,,,,v,,,,,,,,,,,,
rov,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,rov|jame|brezna|rov,"rov: Del jame ali brezna, neglede na dimenzije in oblike. V ožjem smislu enakomerno širok cevast rov.",,,,,,,,,,neglede na dimenzije in oblike|cevast,,Del jame ali brezna,,,enakomerno širok,,,,,,,,,,,,Del,,,,,,,
Geomorfološka karta,E.1 Instrument|E.1 Instrument|D.1 Abiotic|D.1 Abiotic,Geomorfološka karta|karta|reliefa|območja,"Geomorfološka karta je karta, ki prikazuje kompleksno podobo reliefa nekega območja.",,,,,,je,karta,,,,,,,,,,,,ki prikazuje kompleksno podobo reliefa nekega območja,,,,,,,,,,,,,,ki prikazuje,
Litotamnijski apnenec,D.1 Abiotic|D.1 Abiotic,Litotamnijski apnenec|kamnina,Litotamnijski apnenec je biogena kamnina kopučaste teksture.,,,,,,je,kamnina,kopučaste teksture,biogena,,,,,,,,,,,,,,,,,,,,,,,,,
Litotamnijski apnenec,D.1 Abiotic|D.1 Abiotic|B. Process,Litotamnijski apnenec|apnena usedlina|biokemičnimi procesi,"Litotamnijski apnenec je miocenska (badenijska) apnena usedlina, nastala z biokemičnimi procesi.",,,,,,je,apnena usedlina,,nastala z biokemičnimi procesi,,,,,,,,miocenska ( badenijska ),,,,nastala z,,,,,,,,,,,,,
Lapornat apnenec,D.1 Abiotic|D.1 Abiotic,Lapornat apnenec|plitvomorski sediment,Lapornat apnenec je plitvomorski sediment iz badenijskega obdobja srednjega miocena.,,,,,,je,plitvomorski sediment,,,,,,,,,,iz badenijskega obdobja srednjega miocena,,,,,,,,,,,,,,,,,iz|obdobja
poplavna ilovica,A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,poplavnih vod|poplavna ilovica|Sediment|glina,"Sediment, ki suspendira iz poplavnih vod, imenujemo poplavna ilovica ali glina.",,,,,,imenujemo,Sediment,,suspendira iz poplavnih vod,,,,,,,,,,,,suspendira iz,,,,,,,,,,,,,
glina,A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,poplavnih vod|poplavna ilovica|Sediment|glina,"Sediment, ki suspendira iz poplavnih vod, imenujemo poplavna ilovica ali glina.",,,,,,imenujemo,Sediment,,suspendira iz poplavnih vod,,,,,,,,,,,,suspendira iz,,,,,,,,,,,,,
Karbonski apnenec,D.1 Abiotic,Karbonski apnenec,Karbonski apnenec je osnovna matična kamnina.,,,,,,je,matična kamnina,,,,,,,,,,,,,,,,,,,,,,,,,,,
hum,D.1 Abiotic|A.1 Surface landform|A.1 Surface landform,Vzpetina|hum|osamelec,"Vzpetina je korozijski ostanek sredi korozijske uravnave, zato se hum imenuje tudi osamelec.",,,,,,imenuje tudi|se,Vzpetina,,korozijski ostanek sredi korozijske uravnave,,,,,,,,,,,,,,,,,,,,,,,,,
osamelec,D.1 Abiotic|A.1 Surface landform|A.1 Surface landform,Vzpetina|hum|osamelec,"Vzpetina je korozijski ostanek sredi korozijske uravnave, zato se hum imenuje tudi osamelec.",,,,,,imenuje tudi|se,Vzpetina,,korozijski ostanek sredi korozijske uravnave,,,,,,,,,,,,,,,,,,,,,,,,,
Turloughi,A.3 Hydrological form|A.3 Hydrological form|D.2 Biotic|D.2 Biotic|A.3 Hydrological form,Turloughi|mokrišča|floro|favno|turloughi,"Turloughi so mokrišča, pomemben habitat za floro in favno, v poletnem času, ko turloughi presahnejo so pomembni za pašo drobnice.",,,,,,so,mokrišča,,,,"v poletnem času , ko turloughi presahnejo so pomembni za pašo drobnice|pomemben habitat za floro in favno",,,,,,,,,,,,,,,pomemben|za,,,,,,,,
Drumlin,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,Drumlin|grič|morene|ledenika,"Drumlin je podolgovat zaobljen grič iz drobirja talne morene, razpotegnjen v smeri premikanja nekdanjega ledenika.",,,iz drobirja talne morene,,,je,grič,,,razpotegnjen v smeri premikanja nekdanjega ledenika|podolgovat zaobljen grič,,,,,,,,,,,,iz,,,,,,,,,,,,
hidromorfnih tal,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,hidromorfnih tal|obrečna tla|oglejena tla|psevdogleji,"Najpogostejše skupine hidromorfnih tal so psevdogleji, obrečna tla in oglejena tla.",,,,,,,,,,,,,,,,,,obrečna tla|oglejena tla|psevdogleji,,,,,,,,,,,,,,,,
Rečni otok,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,Rečni otok|kopnega|reki,Rečni otok je del kopnega v reki.,,,,,,je,del kopnega,,,,,v reki,,,,,,,,,,,,,,,,,,,,,,
bifurkacija,B.1 Movement|D.1 Abiotic|D.1 Abiotic|B.1 Movement,Raztekanje voda|porečja|povodja|bifurkacija,"Raztekanje voda z istega območja v različna porečja in povodja je hidrološka posebnost, hidrološki pojav, ki ga imenujemo bifurkacija.",,,,,Raztekanje voda z istega območja v različna porečja in povodja,ki ga imenujemo,hidrološki pojav,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vršaj,D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,ozkih gorskih grap|Vršaj|nasutje|ravnino,Vršaj je stožčasto nasutje ob izstopu iz ozkih gorskih grap v široko glavno ravnino.,,,,,,je,nasutje,,,stožčasto,,ob izstopu iz ozkih gorskih grap v široko glavno ravnino,,,,,,,,,,,,,,,,,,,,,,
Grapa,A.1 Surface landform|A.1 Surface landform|C. Geome|D.3 Property|D.1 Abiotic|B.1 Movement|D.1 Abiotic,Grapa|dolina|pobočju|strmcem|Voda|teče|hudourniki,"Grapa je dolina na pobočju, s precejšnjim strmcem in prečnim profilom v obliki črke V. Voda po njej teče le v majhnih količinah in le občasno, ob nalivih lahko v njih nastanejo siloviti hudourniki.",,,,,,je,dolina,,,s precejšnjim strmcem in prečnim profilom v obliki črke V,"Voda po njej teče le v majhnih količinah in le občasno , ob nalivih lahko v njih nastanejo siloviti hudourniki",na pobočju,,,,,,,,,,,,,,,na,,,,,,,
Udornice,A.1 Surface landform|A.1 Surface landform|B.2 Loss|D.1 Abiotic|C. Geome|B.1 Movement,površinske kraške globeli|Udornice|odnašanjem|kamnine|podzemlje|udori,"Udornice so površinske kraške globeli različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (Stepišnik, 2001). različnih",,,,,,so,površinske kraške globeli,,"nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje , bodisi z nenadnimi udori nad jamskimi prostori , bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi",različnih oblik,,,,,velikosti|različnih,,,,,,,,,,,,,,,,,,,
kraška polja,A.1 Surface landform|D.3 Property|D.1 Abiotic|D. Entity/Element/Property|D.1 Abiotic|D.1 Abiotic|D. Entity/Element/Property,kraška polja|kraška hidrologija|obod|dnom|uravnava|obodom|obod,"Za kraška polja sta značilna sklenjen obod nad razmeroma uravnanim obsežnim dnom in kraška hidrologija. Slovenska kraška terminologija (cit. Gams, 2004) opredeljuje, da je za kraško polje bistvena najmanj pol kilometra široka uravnava z višjim obodom. obod obsežnim",,,,,,sta značilna,,kraška hidrologija,,sklenjen obod nad razmeroma uravnanim obsežnim dnom,,,,,najmanj pol kilometra široka uravnava z višjim obodom|obsežnim,,,,,,,,,,,,,,,,,široka,,
